id,message
97495829123,"I was never very active in political issues. I think what brought me around was Hilary Clinton and Trump election. I seen the meanness of the Democrats, throwing mud to distract the public. I was confident that my vote would not count because it was against Clinton. I watched my friends on Facebook who I had upmost respect for go crazy that Trump is our president. I listened as my ""friends"" called Trump supports names and threatening our president's life as well as his family. I have watch Trump make good on his promises, while Democrats wasted dollar after dollar on attempts to getting him out of office. I seen the hypocrisy by the Democrats who almost destroyed Kavanagh over an accusation but refused to even investigate a Democratic presidential candidate who is accused of rape and cant stop touching people. I am a mother of 2. I support the law enforcement ( I have a criminal record and experienced bad cops), I find what happened to George Flyod was horrific and needs justice. I respect all people no matter color of their skin. I am not allowed to own a gun but I support 2nd amendment rights! Trump 2020!!!!"
97460881278,I walked away because I couldn't live with myself or my conscience If I had voted for Hillary Clinton. First thing she did that turned me away was her attitude towards Benghazi and the men who died there( she stated in a interview that it was over and done with and people needed to move on) no remorse or apology! Then when she said she knew the man she defended as a lawyer was guilty but she didn't care what it did to that little girl I was appalled! Now after watching President Trump and his family being attacked again and again with false information and so many hateful comments towards me from Democrats I will never go back. They don't want the truth they only want their beliefs and agendas followed and they dont care about the cost! Thank you for having me!!!
97450831814,"Hi... I've never really been into politics, never followed them and I know this is going to sound bad I have never voted in my life. Over the last four years I've really started becoming more interested in politics, politicians and current events. I've always been the type of person to not believe everything you see or read about, I like to do my own research that's when I started seeing how absolutely insane and down right evil the Democratic Party is. Between the far left , CNN, and MSNBC they are complete liars and trying to destroy our country and divide the people. I'm proud to say that this November will be my first time voting and I will vote Trump and all Red in this upcoming election. Open your eyes and your mind and you will see the truth. 🇺🇲"
97074688657,"24 years I have been allowed to vote. Most of those years I had no doubt on where I stood and that was behind the Democratic party. In the spirit of telling the truth, I really did not do my own research and only followed my heart in what I felt was the lesser of the evil sides. I was taught at a young age that the democratic party is who has our backs and would be the ones to fight for our civil rights, freedoms, businesses and for the people no matter what the cost. This may come with age and the fact that I have more to lose based on what I have helped build for myself and my family, but the last few years, I started to take more interest in current political affairs. I started to slowly become disappointed in the things I was learning about the left side. Year 2020, it was like my head exploded with all the information I was coming across on my own without the influence of my family or friends. My family is very split in politics. The older generation is on the right and the younger generation is on the left. I am seeing more hate and anger from the left side than I have ever noticed before. I am seeing how quickly they want to tear someone down for having a different opinion even if the root of the issues is what you agree on. There is no middle ground with the left from what I am seeing, and it is hard to have a real conversation with anyone without being called a racist, uneducated, part of problem, trump lover, tone deaf, etc. All of which are so far from truth. They focus on something I said in a post (a word or one statement) and missed the whole context of the shared thought. Things I have said had been manipulated to fit their narrative. I can then see that the reactions were all out of emotions and not reason. I could also see it was a losing battle and there was no interest in meeting in the middle. I have never once attacked anyone for their own thought on matters, even if it opposed mine. I have never called someone a name or set out to make someone feel stupid for what they believe to be true. I simply believe that all our life experiences are what bring us to where we are at now and for that, we can not get upset at others for thinking differently. But once I started to ask more questions out of concern for our future, how quickly did the left side turn on me and put me into a category. I realized that for many years now that I am more conservative than I wanted to admit. Now I am embracing this about myself and letting the left go their own way. Unfortunately, I have lost good friends and family I loved dearly because of this. I can say that those who I also love who supported the right side never made me feel bad for supporting the left side when we would talk politics. Maybe because I never spoke out of emotions and more so coming from a place of personal experience. We just agreed to disagree and move on. But now that I am on the other side of the fence, the left has certainly showed me that it is their way or the highway. I decided to not apologize any longer for who I am. For that I am now walking away."
96974858837,"Hello, this is my first post. When my granddaughter invited me to this group, I had never heard of WalkAway but I am glad she invited me. Thank you Alexandra. The picture posted here is Ransom, our mustang and my sweet friend Jessica on his back carrying the American Flag. (photo credits go to Jessica) I was raised in a family of Democrats and just went with it because it was the thing to do. Follow in my parents footsteps. A few years ago, I started paying attention a lot more as things just did not feel right. When Obama was elected I was very worried about what was going on, when Hillary got upset at someone they were all dying off mysteriously, I woke up and started to research and think for myself. I decided that I was not going to support the Democrat party any longer. I did not agree with what they stood for, and I hated what they did to our country. After my mind and eyes were open, I could not understand why other people seemed to be blind to what was going on. We were moving toward a Godless country and 'we the people' didn't seem to mind. My father always told me to never just vote for your party, make sure we do the home work and see what we agree with and vote accordingly. I honestly believe, right now if he were still here with us he would rethink that. I believe he would vote straight down the Republic line to try and clean up the mess. Dad always told me that there are two things you can never argue with someone about because it is a never winning battle... Politics and Religion. Seeing how people are blinded to what they do not want to see, I guess he is right. That won't change the fact that I will continue to encourage people to open their eyes and do their homework, check their facts and try to do it with an open mind. I want people to stop allowing a party to brainwash them and tell them how to think and what to do. I never considered myself a conservative until I actually thought about it one day, and realized that yes, I am conservative because of what they stand for and how they believe. I was raised to believe the Democrats were the party who stood up for the people's rights and they were the peaceful party. That's just not true. When my eyes were opened, I noticed the exact opposite. I noticed that Republicans were the party who stood up for the people. I am now registered as a Republican and have been getting a lot of people angry at me for standing up for what I believe. I have actually had ex friends (that I thought were very good friends) tell me to F*** off because I am a tRUMPster. They can call it what they want and be ugly, but I support our President.... 'Final Answer' My husband and I purchased a little 150 acre ranch in Pie Town, NM. and most of the people who live here in Catron county are very conservative so we fit in and get along well. My mother lives with us and she has also switched parties right along side of my husband and I. So.. even though I had never heard of the WalkAwayers, I am proud to be one!"
94806469701,I was a died in the wool democrat for most of my life. I was a demoteen for kennedy and thought that the Democrats were the best thing since sliced bread. I voted for obommer once and after his first term went Republican. The democratic party of old was ok but now it has become a party of do nothings and of hate for anything that doesnt fit their agenda. I worry about my friends who still believe their shit. They hate so much and people are so hyptomized by them that they cant think for themselves and see the bad that is right before their eyes. How dare a party choose to help illegals before Americans who made this country great! If you are still a Democrat you are the problem . Also. I have never heard of a Republican harrasing someone or doing damage to property just because they have a obama or whomever sign or hat or shirt. When obommer was president the Republicans didnt harass Democrats. I have a democrat botton that i used to wear and i modified it so i can now wear it on my Trump hat.
91286972626,"Hi there. Where to begin... I don't even know when I walked away. I feel like I have been my whole life. Really I wasn't sure what I even identified with so I just stayed human, kind, understanding, open minded, but lately with the ""war on people"" I am seeing clear as ever. As long as I can remember I always questioned everything. I always researched and got facts before I spoke. And if i didn't know I asked peoples thoughts. And I would then use my brain to figure out the rest. I always knew I was different. I marched to the beat of my own drum my whole life. I always have accepted people for who they are, what they believe in and in return they should do the same for me, right? Well no. That wasn't happening. Dealing with the left I have realized just how close minded they are. How they use the media to cause diversity, and racism, and push their agendas. I have some ""liberal views"" maybe you could call them? Or more like I am just me. I am pro choice, (depending on situation) I am all for LGBTQ communities, I am for the 2nd amendment. I am agnostic, and wasnt always the flag toting type. I always respected military, I just maybe didn't quite understand the ""nation under god part"" however I do believe in something bigger than me and no its not the government 😂. All jokes aside, I encourage all different types of beliefs. I grew up in a Republican home. I never quite identified one way or the other. But I always knew deep down I was someone who thought on my own. I didnt judge, and I welcomed all views, and challenged conversations in a friendly way. But not all like friendly debates. I walked away from alot of ""friends"" i am not a victim as a woman. I do not believe in ""feminism"" as its portrayed by the left. I believe in empowerment, but that most of the support I have gotten in my life not only came from the strong women in my family, but from the strong men in my life too. I never once in my life felt I was treated differently for being a woman, and most of the time I cringe at the lies alot of woman today spew from their mouths. I believe in all lives. I don't believe in ""my way or the highway"" mentality. I dont let anything define me. I was excited for Obama. Man, I changed my mind rather quickly after that one. Trump wasn't always the best with how he said things, but as I watched him more and more he helped me to realize WHO I am. I am a strong woman who is who she is. I am about freedom, rights, and I refuse to be stripped of those things. Trump has pointed out so much, and its crazy how the democrats can only point fingers. And of course can't back up their assumptions. I think on my own. Always have. I stand with the underdogs. Trump stands with the underdogs too. I may not have always knew what side I was on, I never really ""chose"" sides, but I know what this country was built on, and respect it. I am human. I am for the people. We the people. I will not stand with close minded people who can't even think for themselves. Thanks for listening 💕👊"
83161192841,"I walked away when I first saw Donald Trump was running for President, man I was so excited that another business man was running for the Presidency again. Like probably most of this group, I had gotten sick and tired of these so called professional politicians with their own agenda's and old boy's networking and wanted a self made businessman who actually cared about our country, not how much money they could make as a politician. When I married in 1983, I registered as a Democrat, same as my wife (as she was Democrat and wanted us both to work the Polls together) We had training and became Precinct Clerks and ran Polling Stations for over 20 years. I got to meet a lot of democrats of various offices and positions. In all that time, I only found two totally honest individuals that happened to be in Congress … 20+ years of meeting hundreds of elected officials and I only found two that I would vote for. I came to this great country on December 4, 1982 and found myself become a fiercely Patriotic American Citizen (I had given up my country to become an American, as many other people before me had done) I loved Ronald Reagan and actually punched a moron back in England for disrespecting my President. I have painfully watched American politics get nastier and nastier and was appalled as the corruptness of many politicians started to become known. The Clinton crew are unbelievable and I am convinced that many dems in office are shit scared of them. I have heard first hand from military friends how they are treated by HRC. Well, bottom line, I finally walked away and no longer work at polls. I never batted an eye when so called friends stopped speaking, just like spoiled kids who cannot have their own way. Donald Trump is my President and I will continue to support and defend him. I finally found my no-nonsense President that doesn't take any crap from anyone, calls it as he sees it and is not afraid to be A LEADER. I consider everyone in Walkaway as brothers and sisters with the same vision to MAKE AMERICA GREAT AGAIN ❤️🙏❤️🇺🇲️Love you ALL"
81113292686,"I’ve been a member for a while now. The town I live in endured a F4 tornado. We lost 18 lives (5 children included) and had over 70 missing. Several other cities in Tennessee were also hit and hit bad. Luckily, my home wasn’t hit. I went on Super Tuesday and voted for our President, donated blood and bought supplies to donate. I commented on a local news story that anyone who couldn’t use their normal polling station due to the tornado could use any polling station according to my local station. I was immediately attacked. I had several people say that I should have died. One said that I should kill myself to make the world a better place. A few wished that my friends and family were killed. All because I voted for President Trump. This only confirmed my decision to walkaway. Our great President visited my town today to survey the damage. And people still have a problem with him doing his job. It’s unbelievable. Luckily, most of my town supports Trump and we didn’t have too many bad comments from residents regarding his visit."
79455798100,"Hi, my name is Josie I guess I’m here to learn and share in the inspiration from these great testimonials and hopefully help to better equip myself in dealing with all these pressures that get in the way while I’m right now standing up and finding my voice. I’ve leaned conservative right my entire adult life and openly trans and embraced by the LGBT community for just over 5 years. I found a network of organizations moving down to South Florida who were instrumental in helping me through the legal process of gender and name change as well as an opportunity for a scholarship program which I successfully completed to become a beauty school graduate and licensed cosmetologist. I’ve always been passionate about political activism from tea party events to Ron Paul campaign for liberty rallies so it was unsettling that I couldn’t bridge the divide to become a voice for the trans community in that respect. I felt I held a unique perspective and could be creative enough to contribute in positive ways that bring us together. This community was so welcoming and I was afraid to upset everyone If I couldn’t find the right words and not only that but I couldn’t find an outlet to be friendly and playfully argue or play devils advocate to promote discussion when to them we weren’t just having ideological differences this was good vs evil there was zero tolerance for my base and insolent world view. Lol There’s basic ridicule and shaming with the same broad brush that reflexively paints bigot and racist when you disagree within the cult. You either hate yourself or are willfully ignorant so your voice doesn’t matter anymore. I was even told by these elitist pricks to sit down and let the grown ups discuss politics For somebody who has been insecure and very shy to speak up as it is, who takes baby steps to be sure they are doing right by everybody especially her daughter, and still has a hard time assuring herself as it is yet alone speak up on what she believes, it’s not cool to flip out when I try to speak. I feel compelled to speak up when I know I’m right and I have conviction to do so and I’m immune to the tactics It got to the point where the radicals started influencing my community to the point Where I had to walk away. I had 19 year old event leaders trying to educate me on gender fluidity and how gender is a social construct and non binary and that there was no debate on trans in sports or bathrooms, that I’m either with or against. So walking away was the appropriate response when I felt I could do nothing from within the trans and LGBT community. That was in Washington DC and immediately after I returned home to Florida a friend introduced me to probably one of the most prominent women fighting for freedom of speech in this country. We made friends and I’m now an advocate for LGBT representation on the right and a part of her congressional campaign. She’s such an inspiration and is helping me find it within me to stand up and speak out as well. 🦁❤️ She’s even banned on social media because she’s a threat to the establishment or I would tag her in this post #loveyouLaura #stopthebias #walkaway"
78443748464,"I was once center-left until leftists tried to convince me to vote for policies that would hurt me ranging from higher taxes meaning paying more out of my income to open-borders. It is true that I am of Vietnamese immigrant background, a Buddhist, and a furry. At the same time, I believe in law and order because that's what every country has. Why should America allow people who won't learn to fit-in and learn about the country first when we can't even take care of our own Native American tribal peoples? That's why I completely lost faith and trust in the Democrat and decided going full Republican would be best for America. America is a federal republic; a nation of states each with their own government. Republicans believe in limited government and more states rights. I also think state governments do a better job helping poor citizens in their states than the feds can. Because of all of this, I'm voting Trump and Republican all the way. No illegals in America, no Sharia law in America, low taxes, complete with policies that puts American citizens first as well as letting the states tackle poverty better than the feds can. I also believe in a federal chain-of-command because if states are already paying a portion of their state budgets to the federal government as taxes, then it is pointless for the feds to levy taxes on American citizens and their properties directly. It should be the states that taxes American citizens and their properties or however they collect revenue from American citizens (like public utility usage)."
76865708040,"I don't know if any of you guys recall me from about a year ago explaining that my husband and I are the epitome of what liberals hated, but I'm just checking in to say hello again and congratulate those who have chosen to #walkaway. Fun facts about my husband and I : 1. We live in Southern California. 2. Im married to a hispanic man whom is a legal citizen and doesn't know a lick of Spanish. 3. My husband is incredibly patriotic and hangs a large American flag in his office. During the Super Bowl we stood for the National Anthem and put our hands across our hearts. 4. We are people of faith and believe in God and keeping our country God centered. 5. We aren't homophobic and we have many gay friends. Believe it or not, we love our brothers and sisters and choose to not judge others just the way Jesus taught us. 6. I used to be a homeless junkie 4 years ago and literally lost everything. My home, my car, my job, my entire storage unit of all my precious belongings and my cat. (See picture below) 7. My husband and I love our home state because its ""home"" but we cant stand what it has become. We have accepted that we will eventually have to leave California and it breaks our hearts. 8. Neither of us have a college education and we work hard for our money. I manage a veterinary hospital while he works at a cook in a kitchen. We dont have any government assistance and we pay our taxes. 9. We tried for about two years to conceive, and by Gods grace and power we are now expecting our first born July 2020. 10. I plan to homeschool my child for obvious reasons. 11. We fully support and love President Trump but literally cant express our opinions on our workplace or to others that live around us because we are in fear of hate crimes and our life being threatened. Its a real and sad reality that we live with everyday. Its not hard to understand when you live in a city that is primarily illegal aliens whom dont speak English. 12. We believe that Trump CAN and WILL MAGA!! #redwaverising #Trump2020 #coservativeCalifornia #805Deplorables #MAGA #draintheswamp #walkaway"
76740699442,"Thank you for accepting me.. I was a Democrat all my life im 54. My girlfriend vited for Trump in 2016 and her and i would get into fights all the time i almost broke up with her caused i didnt want nothing to do with a trumpster I called her a traitor and back stabber to our democratic party but most of all a traitor to me. But through the years she would show me little articles on Facebook and twitter that at the time i really didnt grasp onto but in time i started doing my own research on the stuff she had mentioned and came to the conclusion that maybe i was really ignorant and did not know a darn thing bout what or why i was hating on TRUMP.. Then the whole impeachment inquiry was so unfair, unjust and not right.. So when i saw what was being done by the democrats i said im done as a Democrat im going to vote TRUMP.. Now im a big fan and supporter. Our government has being corrupt for so long and i ALWAYS thought it was the Republican party behind it but i was wrong"
75948873687,"This morning I found the Times in my driveway. A warm feeling crept over me as I remembered the good old days of reading the paper from front to back and doing crosswords. Like a gift waiting on my driveway to be opened, I would run out in my robe when it was a cold morning, and then run back in to the house hoping someone would not see me in my state of dress early in the dim light of dawn. It was a memory of the past that gave me a thrill this Sunday morning. That feeling did not last long. As I quickly ran through the headlines, and then began to read the stories, the memory quickly faded to disgust. There was no longer any balanced views or even slightly veiled bias. The ""News"" was now a left wing opinion piece only fit for the opinion pages of a Ripley's believe it or not or a conspiratorial youtube video. It was so obvious I wondered how anyone still read it. I had long ago seen the writing on the wall as more and more rich liberals and their progressive masters began to gobble up all the independent papers. When they finished that, they started buying out and closing those papers that only leaned just left of center. It continued till they destroyed all sense of balance. The progressives were already heavily involved in public radio groups like NPR and PBS. They pretty much had a lock on all news in the early 80s and had rededicated the boomers in to believing any of the pap they handed out as the ""truth."" Now I must share some context. I was born in 1955. I was a woke liberal. I was just opening my eyes to the real world of the red pill. I had been devastated by the loss of Jimmy Carter to Ronald Reagan. I had fallen for all the fear mongering that made Reagan the great satan who would destroy the world. I was anti authoritarian. I hated that the ""man"" was keeping me down. I struggled to make it, pay check to pay check, paying my dues because ""you cant fight the man."" Then my mother gave me a book that changed everything for me. It was written in the 50s by a woman who had escaped the bolshevik revolution in Russia. It was like the red pill in the Matrix. As I read it, everything finally began to make sense. All of a sudden I realized that I was the one who had been brainwashed. The radicals of the 60s were the actual "" man"" I was told to fear and hate. They were the communists clothed as white knights, come to rescue us all from evil capitalists who wanted to control us. It was 1983 and I was driving to a job where I lived in the pelican state, listening to talk radio for the latest news and opinion. It was before Fox news was even a thought. As I scanned through the stations I heard a man speaking from a Seattle station. He was speaking words that were like precious water to a dry and thirsty soul. His words confirmed what I had read in the book. He was putting the pieces together, connecting the dots, and slowly I began to fully comprehend the awesome responsibility the knowledge I was hearing required of those with the ""ears to hear."" It was a huge sea change for me. As a Christian, in more than name only, I had committed myself to the Truth that God was the only Truth. That God would give wisdom and knowledge to those who fully were surrendered to His Truth. It was the guiding principle I now embraced in all my broken humanness. I trusted God completely with my future, as completely as I could at that time. Let me be perfectly clear. I was far from perfect at that. But it was the intent of my heart to follow and trust God, the Father of Jesus. It was my intent to understand what Jesus meant to the world, in God's purpose. And you know what? I began to see the clear and present danger satan posed through those on the left. I began to realize that politics were where the battle between good and evil was being fought at the highest levels. At the highest levels that I had always eschewed as being unimportant to life at my level. It is at this point I understood why there is a scripture that says to pray for those over us so that we might have peace. The battle I was ignoring was the war the devil did not want me, as a Christian, involved in. This is not just a battle over morals. Those battles are fought within our own souls. This is a battle for justice and truth. It is what God expects from the people He calls the light, a city on a hill. God called out a new people, as He did with Abraham. The God of Abraham, Isaac and Jacob, the God of Jesus, also called a people from the shores of Europe to create a new nation. A nation that would put God first. A nation who adopted the motto, ""In God We Trust."" A nation who has enjoyed the fruits of His blessings because it honored Him in the beginning. The left has done all it can to separate us from that original commitment. It first took God out of its law schools when it abandoned the Blackstone book. It took God out of our schools when it insisted that the separation of Church and State was a protection of the Government from the Church (truncated)"
74141404090,"Why did I become a Trump supporter a week ago? Two reasons: One, I had FINALLY had enough of the elitist insults the liberals/leftists had been hurling at Trump supporters and at rural working class white people in general...insults which began with Obama's bitter clinger slurs against western Pennsylvanians, and went to Hillary Clinton's ""Deplorable "" comment about Trump supporters, to the racist, classist, and sexist comments that I saw coming from liberals and leftists online, against Trump supporters...including some truly laughable ones thrown in my direction after I became a supporter of Trump. Two, I finally realized what this whole impeachment charade was all about: a frantic attempt by the left to prevent Trump from appointing a conservative replacement for Ruth Bader Ginsberg."
74004940377,"I vote for who I think can make positive changes for the country. I don’t vote for the party. I vote for the country. I actually voted for Obama on his first term but because of my disappointment with his bad policies, I voted for Romney. Romney had his chance but never made it. Obama was only good on public speaking but ended up differently and I didn’t like the changes he did for the country. I was very disgusted. I felt like he was a weakling President and many Americans felt the same way. During the 2016 primary, I actually voted for Ted Cruz who I have so much respect for. I was disappointed when DJT became the nominee. I didn’t want DJT during the primary because of the way he say things that offends his opponents and which makes them freak out. He isn’t careful in saying things. He always name names as well. When DJT became the nominee, I listened and watched his rallies all the time and I became curious about his plans for Americans and for the country compared to what other candidates of both parties have to say. I thought of I am tired of politicians lies during campaigns and after election the opposite happens. I was curious about what he promised in his campaigns. I was hoping he was not like real politicians who make promises and fond of saying flowery words to attract voters like Obama. Then, DJT became the 45th President of the United States. So far, I am pleased by what Pres Trump is accomplishing for the country in just a short period of his Presidency compared to Obama’s and other past presidents. I am learning that there needs to be fixed which Pres Trump is trying to change which other past presidents never attempted to fix like unfair trade of countries with the US, etc. I like the way he drains the swamp. If not because of him the corruption and dirt of the left would never be exposed. I can see Pres Trump is doing his best to fix the mess of the past for the good of this great nation which liberals do not like. The fact that he is doing what he promised in his campaigns make me contented. With his policies I feel safer with him as our President. I am happy with his accomplishments so far on the economy, unemployment, building of the walls at borders, his try to stop abortion which is unChristian, lower taxes, and so on and so forth. I love whenever he say “America first” in his rallies. I love when he never misses saying “In God We Trust” in all his rallies. He also does not like socialism which is not good for any country. I do not like that democrats of these days are for socialism, reparation, open borders with free stuff to illegals in the US at the expense of the taxpayers while US citizens are struggling to survive, giving the right to vote to illegal immigrants, high taxes, and many others. The democrats of today are no longer the John F Kennedy democrats of the past. I hate what the left in Congress and the liberal mainstream media is doing to the President. I hate when they can not accept defeat and can not move on and keep on demonizing and destroying him by making up lies and stories to mislead the public instead of supporting their own President. Yet he continues to keep on winning for Americans. They are like praying that their plane crashes with their families just because they do not like the pilot. I am in favor of the President’s tweeting where the public read and hear the truth straight from him and I believe them more than what the leftist media is showing to the public that more often are twisting what he actually said. I realize I don’t care about how he say things that offend others. I don’t care about his past on women. I don’t care about this type of personality of him. I don’t care about his past. I realize whenever he say things he is just frank and actually saying what is actually true. I care more about what he can do for Americans and for this country."
72493442785,"I’m a walk with. I was not interested in politics until i had a politics class at college over a year ago. Even though I was not politically active, I still voted for president Trump in 2016. The class encouraged me to research politics and I watch YouTube videos about politics. I watch The next news network, Dr. Steve Turley, Timcast, Steven Crowder, and more. I would recommend looking up those YouTube channels. And I also watch other people’s #walkaway videos. Their are many videos of #walkaway videos of people who didn’t vote for Trump in 2016 planing on voting for him in 2020 because he did a lot of good for this country, and the media is constantly lying about his since he became president. With all my research I found out how big of layers the Democrats are. They keep lying about the president of things he did with no evident, like with Russia meddling with the election. They also try to intimidate people with name calling, slander, and threats of violence. And i’m Discussed with the behavior of the far left with Antifa and think that they are nothing but thugs. And so, I encourage other people to walk away as well. Don’t let the far left and Democrats intimidate you because they only have power over you when they frighten you. So stand strong and with courage and don’t let their name calling get to you. I’ll gladly vote for Trump 2020 for all the good he does for this country."
68579273244,"I used to vote the Person, but now, I've totally 'walked"" away from ever voting for any Democrat ever again, period, and not because of the person, but because of the party as a whole. I do NOT feel like i can trust ANYONE with a ""D"" in front of their name, there may be some good Democrats out there, but from my experience, The ""D"" is actually a ""W"" which stands for The ""Wolf"" in Sheep's clothing! I was especially nervous about coming out because of the blue state that I live in, and feel that I was right to ""pretend"" to be a democrat as long as i did when i had my own business, just to stay under the radar. I say that because it seems like as soon as i changed my affiliation, for some reason my business got audited, even though the business was sold the year before :( I believe most of the liberals & unhinged Democrats out there today are the same kids from school who bullied others, cut lines, and would tell the teacher on you when ""they"" did something wrong, this is when they learned to deflect, and it felt like the teachers were the enablers. I also believe that's when they started feeling entitled, and their parents helped them keep that entitlement feeling alive by telling them ""they would take care of it"", ""It"" being anytime they got into trouble! I am so happy about this group, when i saw Brandon start the group a year ago, all i could do is hope and pray it would catch on, now, a year later i believe it has not only caught on, but will be a game changer :) That's My two cents..."
63445839235,I was raised to be a Democrat. When I got Married my Wife and I walked away because the Democratic was not helping the poor. It was all for the rich. My Wife and I both work full time. It took all we made to buy a house and raised 2 Daughter. We sent them to the best school. When they Graduated we sent them to College. When they Graduated our younger Daughter got Married . Here and her husband got a Job at Exon refinery as Computer technology. My Daughter travel around the world with her job. Her husband work at Exon doing the same thing. Our other tried different job. She can't find a job she like. My wife and I worked until we both retired. We had a good marriage. When she was 62Yr old she Died after catching Pneumonia. I never remarried. I talk to people that is own the left side to walk away. I am a true Republican it is deep in my blood.
61299266557,"I walked away during the first Clinton Administration in the early '90s. I was a parent and I enrolled my kids in Catholic school and I was happy until I learned first lady Hillary Clinton was heading something called Clinton's Goals 2000 Education plan. She was removing phonics from the reading lessons and my son was told not to sound out words but look at the pictures and guess. It was called ""whole language"" but it was the ""look say"" experiment that had failed thousands of children in the early '50s. I researched further and learned it was more than just phonics, the history texts were now decidedly slanted with liberal bias and children were being told to answer questionaires such as who did yourparents vote for. So enough parents were alarmed and recognized the purposeful dumbing down. Clinton hinted that too many people were over-educated for the work they were doing. so I guess that was where the dumbing down fits in. So the next generation will be so poorly educated they will be happy in menial jobs, or in about 20 years they will vote for Hillary. That's when homeschooling took off. I had five so I just taught phonics and overrode the teacher. It made me switch to be Republican, less government intrusian in (truncated)"
58809263990,"I joined this group about a month ago. I am a walk with. I read so many of your posts. You all give me hope that together we will win again in 2020. I love this country. I don’t care what color people are or if they are gay or straight. I just can’t understand why the left doesn’t want to protect the US citizens and legal immigrants. The hate they display against our President really upsets me. I am 69 years old and never have seen so much hate in our great country, as there is today. I have lost both friends and clients because I am a huge Trump supporter. I have to morally stick up for the right to life. The killing of unborn children, turns my stomach. The attacks on Christians and Jews is disgusting to me. Thank you all for being here and a big Thank you to Brandon for starting this group. I am on the Trump 🚂 train, til the end"
57911450813,I walked away from the Democratic Party about a year ago.The majority of my friends and coworkers (medical field) are extremely liberal. I also live in a very liberal part of Atlanta. I feel very alone in my beliefs. People often assume that I am liberal and aren’t afraid to voice opinions about their disdain for our President. I love President Trump and I wish I could express my patriotism without fear. I know I am not alone in this because of this campaign. I am so thankful to everyone that has shared their story! I am proud to take this journey with y’all!
57010441646,"When I walked away from the Democrats in 1995 I knew I would never be back but the way the Democrats have made excuses for Islam and hence walked all over Jewish voters and those who suffered what happened on 9/11 is the super glue of super glue of why I would die before I would go back! They refuse to formally condemn the hate speech of Ilhan Omar, no Democrat lawmakers attended the opening of our embassy in Jerusalem, they essentially voted for BDS, none of their candidates spoke at the AIPAC conference and they took up for the mastermind of 9/11 at Gina Haspel's hearing! If I ever consider going back to the Democrats I have the picture below to wake me up as its made up of all those killed on that awful September morning being my mother was one of them! Walk away and stay away!"
55421387207,"Hello there, I am new to the #walkaway campaign. I admire him for starting this because we are living in such a controversial time. A little about me. I grew up in Missouri and I came from a working-class family that wasn't into politics. So, as I got older, I wasn't into it either. I didn't vote and I went about my days naively thinking that no matter who got into the presidential seat would do a good job. I never officially identified with either political group and I was happy. But I was still in the middle leaning to the left. I took my freedom and liberties for granted thinking they were always going to be there. When Obama got into office, I didn't think much of it until it affected my insurance. Then, I took noticed and wasn't happy. When 2016 rolled around I started getting interested in politics. I knew it was down to Trump and Hillary and remembering how she was I didn't want her. I remember the Monica scandal and knew that if she didn't stand against her husband for his wrong doing, then she didn't care about me. I also didn't like all of Hollywood getting involved and telling me to vote for me which REALLY turned me off. Plus, Hillary said that Trump supporters were deplorables. So, I looked at Trump and I (truncated)"
53783587706,"I have voted Democrat and Republican depending on what was offered up as truth and goodwill....how naive... I have always been interested in politics. Brandon, I am so proud of you! You hit the nail on the head! My husband got me totally on board with Trump. If you don't watch fox news...you may never hear the truth! That is a shame but true! Until someone in mainstream media has the guts to speak truth....we will need many more Brandon's to get the word out! You see, my own children won't even listen to me...they listen to main stream...but, coming from someone like Brandon (former Dem), they tend to be more willing to listen. Keep up the good work Brandon! We love you and want to invite all to share and join our discussion! God Bless America!"
53090896882,"I've been a member of this group for probably about a year but never posted my story because I'm not sure if I'm a #WalkAway or a #WalkWith, maybe I'm both. ;) I'm 52, born in Baltimore and raised in Arkansas, joined the Army, went around the world, lived in Canada for 10 years (a dual-citizen now) and currently back in Arkansas. In Arkansas, I was raised as a ""Democrat"" because that's what I was supposed to be. Seemed legit, the party ""for the worker"", ""the greater good"", etc. But, I never really paid attention to politics, until Clinton (ptui). Being and Arkansan, mostly, and knowing the Clinton history, my eyes started opening to politics and political parties when ""Slick Willy"" hit the White House. If that (allegedly) corrupt and (allegedly) criminal (factually) jackass is what represents the Democratic party, I needed to do some soul searching. So I did... Looking at the ACTUAL historical platforms of the parties, I don't think I've ever really been aligned with Democrats, even though I though of myself as one for most of my life. I'm not a full-on conservative, but I'm definitely not a liberal though I do have ""some"" left leaning ideologies. I've not voted Democrat for any presidential candidates, so there's (truncated)"
47651209843,"Before I share my walk away story, I'd like to apologize to all those who I've offended being a Democrat. I'd also like to give a quick life story so people understand where I come from and why I was hesitant to share my story or even address the fact that I no longer identify as a Democrat. I was born and raised in California, San Mateo to be exact. I grew up in a latino house hold and surrounded by other Latinos. Like in most cases, most people surround themselves with their own race. If I did not fit in with Latinos, where would I fit in? So, naturally I'd try to act and involve myself with other Latinos. As a legal citizen, I thought it was my duty to help them out. As I've stated, I grew up in California. Not only was I being influenced by Latinos, but by Democrats as well. They always told me that everyone was created equal, they were going to help Latinos, everyone deserves to be here, etc. I never had a chance to do anything I believed was right because if it they found it wrong, I'd be shamed by democrats or within my latino community. I had to follow the flow. Fast forward to 2016, when Donald Trump was running for president. I was taught by those surrounding me that Donald Trump was evil and was racist (truncated)"
